pmon_snapshot(pid,sm,mem,enc,dec,command) - sampled every 1s
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:44:44       1    1119773     C     60     53      -      -      -      -   6444      0    python         
 20260414    10:44:45       0    1119772     C     62     55      -      -      -      -   6444      0    python         
 20260414    10:44:45       1    1119773     C     58     50      -      -      -      -   6444      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:44:46       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:46       1    1119773     C     60     53      -      -      -      -   6444      0    python         
 20260414    10:44:47       0    1119772     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:44:47       1    1119773     C     64     56      -      -      -      -   6444      0    python         
 20260414    10:44:48       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:48       1    1119773     C     66     58      -      -      -      -   6444      0    python         
 20260414    10:44:50       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:50       1    1119773     C     68     59      -      -      -      -   6444      0    python         
 20260414    10:44:51       0    1119772     C     60     53      -      -      -      -   6444      0    python         
 20260414    10:44:51       1    1119773     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:44:52       0    1119772     C     61     54      -      -      -      -   6444      0    python         
 20260414    10:44:52       1    1119773     C     66     58      -      -      -      -   6444      0    python         
 20260414    10:44:53       0    1119772     C     58     51      -      -      -      -   6444      0    python         
 20260414    10:44:53       1    1119773     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:54       0    1119772     C     58     52      -      -      -      -   6444      0    python         
 20260414    10:44:54       1    1119773     C     61     54      -      -      -      -   6444      0    python         
 20260414    10:44:55       0    1119772     C     58     50      -      -      -      -   6444      0    python         
 20260414    10:44:55       1    1119773     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:56       0    1119772     C     58     51      -      -      -      -   6444      0    python         
 20260414    10:44:56       1    1119773     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:57       0    1119772     C     59     52      -      -      -      -   6444      0    python         
 20260414    10:44:57       1    1119773     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:58       0    1119772     C     60     53      -      -      -      -   6444      0    python         
 20260414    10:44:58       1    1119773     C     64     56      -      -      -      -   6444      0    python         
 20260414    10:44:59       0    1119772     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:59       1    1119773     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:45:00       0    1119772     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:45:00       1    1119773     C     61     54      -      -      -      -   6444      0    python         
 20260414    10:45:01       0    1119772     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:45:01       1    1119773     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:45:02       0    1119772     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:45:02       1    1119773     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:45:03       0    1119772     C     68     59      -      -      -      -   6444      0    python         
 20260414    10:45:03       1    1119773     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:45:05       0    1119772     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:45:05       1    1119773     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:45:06       0    1119772     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:45:06       1    1119773     C     64     56      -      -      -      -   6444      0    python         
 20260414    10:45:07       0    1119772     C     66     57      -      -      -      -   6444      0    python         
 20260414    10:45:07       1    1119773     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:45:08       0    1119772     C     59     51      -      -      -      -   6444      0    python         
 20260414    10:45:08       1    1119773     C     58     51      -      -      -      -   6446      0    python         
 20260414    10:45:09       0    1119772     C     61     54      -      -      -      -   6464      0    python         
 20260414    10:45:09       1    1119773     C     52     45      -      -      -      -   6466      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:45:10       0    1119772     C     65     57      -      -      -      -   6464      0    python         
 20260414    10:45:10       1    1119773     C     62     55      -      -      -      -   6466      0    python         
 20260414    10:45:11       0    1119772     C     67     58      -      -      -      -   6464      0    python         
 20260414    10:45:11       1    1119773     C     60     53      -      -      -      -   6466      0    python         
 20260414    10:45:12       0    1119772     C     66     58      -      -      -      -   6464      0    python         
 20260414    10:45:12       1    1119773     C     61     53      -      -      -      -   6466      0    python         
 20260414    10:45:13       0    1119772     C     61     53      -      -      -      -   6464      0    python         
 20260414    10:45:13       1    1119773     C     60     53      -      -      -      -   6466      0    python         
 20260414    10:45:14       0    1119772     C     59     52      -      -      -      -   6464      0    python         
 20260414    10:45:14       1    1119773     C     60     54      -      -      -      -   6466      0    python         
 20260414    10:45:15       0    1119772     C     60     52      -      -      -      -   6464      0    python         
 20260414    10:45:15       1    1119773     C     57     50      -      -      -      -   6466      0    python         
 20260414    10:45:16       0    1119772     C     60     53      -      -      -      -   6464      0    python         
 20260414    10:45:16       1    1119773     C     58     51      -      -      -      -   6466      0    python         
 20260414    10:45:17       0    1119772     C     62     54      -      -      -      -   6464      0    python         
 20260414    10:45:17       1    1119773     C     59     52      -      -      -      -   6466      0    python         
 20260414    10:45:18       0    1119772     C     66     58      -      -      -      -   6464      0    python         
 20260414    10:45:18       1    1119773     C     59     51      -      -      -      -   6466      0    python         
 20260414    10:45:19       0    1119772     C     67     58      -      -      -      -   6464      0    python         
 20260414    10:45:19       1    1119773     C     63     56      -      -      -      -   6466      0    python         
 20260414    10:45:21       0    1119772     C     68     60      -      -      -      -   6464      0    python         
 20260414    10:45:21       1    1119773     C     63     56      -      -      -      -   6466      0    python         
 20260414    10:45:22       0    1119772     C     67     59      -      -      -      -   6464      0    python         
 20260414    10:45:22       1    1119773     C     59     52      -      -      -      -   6466      0    python         
 20260414    10:45:23       0    1119772     C     68     61      -      -      -      -   6464      0    python         
 20260414    10:45:23       1    1119773     C     63     55      -      -      -      -   6466      0    python         
 20260414    10:45:24       0    1119772     C     65     57      -      -      -      -   6464      0    python         
 20260414    10:45:24       1    1119773     C     60     53      -      -      -      -   6466      0    python         
 20260414    10:45:25       0    1119772     C     67     59      -      -      -      -   6464      0    python         
 20260414    10:45:25       1    1119773     C     63     56      -      -      -      -   6466      0    python         
 20260414    10:45:26       0    1119772     C     64     57      -      -      -      -   6464      0    python         
 20260414    10:45:26       1    1119773     C     59     52      -      -      -      -   6466      0    python         
 20260414    10:45:27       0    1119772     C     61     53      -      -      -      -   6464      0    python         
 20260414    10:45:27       1    1119773     C     59     52      -      -      -      -   6466      0    python         
 20260414    10:45:28       0    1119772     C     64     55      -      -      -      -   6464      0    python         
 20260414    10:45:28       1    1119773     C     63     56      -      -      -      -   6466      0    python         
 20260414    10:45:29       0    1119772     C     67     58      -      -      -      -   6464      0    python         
 20260414    10:45:29       1    1119773     C     60     53      -      -      -      -   6466      0    python         
 20260414    10:45:30       0    1119772     C     67     58      -      -      -      -   6464      0    python         
 20260414    10:45:30       1    1119773     C     60     53      -      -      -      -   6466      0    python         
 20260414    10:45:31       0    1119772     C     67     58      -      -      -      -   6464      0    python         
 20260414    10:45:31       1    1119773     C     61     53      -      -      -      -   6466      0    python         
 20260414    10:45:32       0    1119772     C     67     59      -      -      -      -   6464      0    python         
 20260414    10:45:32       1    1119773     C     62     54      -      -      -      -   6466      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:45:33       0    1119772     C     69     61      -      -      -      -   6464      0    python         
 20260414    10:45:33       1    1119773     C     61     53      -      -      -      -   6466      0    python         
 20260414    10:45:34       0    1119772     C     66     58      -      -      -      -   6464      0    python         
 20260414    10:45:34       1    1119773     C     62     54      -      -      -      -   6466      0    python         
 20260414    10:45:36       0    1119772     C     61     54      -      -      -      -   6464      0    python         
 20260414    10:45:36       1    1119773     C     69     61      -      -      -      -   6466      0    python         
 20260414    10:45:37       0    1119772     C     61     53      -      -      -      -   6464      0    python         
 20260414    10:45:37       1    1119773     C     68     59      -      -      -      -   6466      0    python         
 20260414    10:45:38       0    1119772     C     64     57      -      -      -      -   6464      0    python         
 20260414    10:45:38       1    1119773     C     68     59      -      -      -      -   6466      0    python         
 20260414    10:45:39       0    1119772     C     63     56      -      -      -      -   6464      0    python         
 20260414    10:45:39       1    1119773     C     66     57      -      -      -      -   6466      0    python         
 20260414    10:45:40       0    1119772     C     64     56      -      -      -      -   6464      0    python         
 20260414    10:45:40       1    1119773     C     68     59      -      -      -      -   6466      0    python         
 20260414    10:45:41       0    1119772     C     62     55      -      -      -      -   6464      0    python         
 20260414    10:45:41       1    1119773     C     67     58      -      -      -      -   6466      0    python         
 20260414    10:45:42       0    1119772     C     61     54      -      -      -      -   6464      0    python         
 20260414    10:45:42       1    1119773     C     67     58      -      -      -      -   6466      0    python         
 20260414    10:45:43       0    1119772     C     62     55      -      -      -      -   6464      0    python         
 20260414    10:45:43       1    1119773     C     67     58      -      -      -      -   6466      0    python         
 20260414    10:45:44       0    1119772     C     62     55      -      -      -      -   6464      0    python         
 20260414    10:45:44       1    1119773     C     66     58      -      -      -      -   6466      0    python         
 20260414    10:45:45       0    1119772     C     62     54      -      -      -      -   6464      0    python         
 20260414    10:45:45       1    1119773     C     67     59      -      -      -      -   6466      0    python         
 20260414    10:45:46       0    1119772     C     61     54      -      -      -      -   6464      0    python         
 20260414    10:45:46       1    1119773     C     66     58      -      -      -      -   6466      0    python         
 20260414    10:45:47       0    1119772     C     66     58      -      -      -      -   6464      0    python         
 20260414    10:45:47       1    1119773     C     64     56      -      -      -      -   6466      0    python         
 20260414    10:45:48       0    1119772     C     67     59      -      -      -      -   6464      0    python         
 20260414    10:45:48       1    1119773     C     61     54      -      -      -      -   6466      0    python         
 20260414    10:45:49       0    1119772     C     63     56      -      -      -      -   6464      0    python         
 20260414    10:45:49       1    1119773     C     65     58      -      -      -      -   6466      0    python         
 20260414    10:45:51       0    1119772     C     64     57      -      -      -      -   6464      0    python         
 20260414    10:45:51       1    1119773     C     66     58      -      -      -      -   6466      0    python         
 20260414    10:45:52       0    1119772     C     67     58      -      -      -      -   6464      0    python         
 20260414    10:45:52       1    1119773     C     60     52      -      -      -      -   6466      0    python         
 20260414    10:45:53       0    1119772     C     68     60      -      -      -      -   6464      0    python         
 20260414    10:45:53       1    1119773     C     63     55      -      -      -      -   6466      0    python         
 20260414    10:45:54       0    1119772     C     65     56      -      -      -      -   6464      0    python         
 20260414    10:45:54       1    1119773     C     61     53      -      -      -      -   6466      0    python         
 20260414    10:45:55       0    1119772     C     65     57      -      -      -      -   6464      0    python         
 20260414    10:45:55       1    1119773     C     63     56      -      -      -      -   6466      0    python         
 20260414    10:45:56       0    1119772     C     62     54      -      -      -      -   6464      0    python         
 20260414    10:45:56       1    1119773     C     61     54      -      -      -      -   6466      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:45:57       0    1119772     C     64     56      -      -      -      -   6464      0    python         
 20260414    10:45:57       1    1119773     C     52     44      -      -      -      -   6466      0    python         
 20260414    10:45:58       0    1119772     C     60     54      -      -      -      -   6464      0    python         
 20260414    10:45:58       1    1119773     C     57     50      -      -      -      -   6466      0    python         
 20260414    10:45:59       0    1119772     C     61     53      -      -      -      -   6464      0    python         
 20260414    10:45:59       1    1119773     C     65     56      -      -      -      -   6466      0    python         
 20260414    10:46:00       0    1119772     C     63     55      -      -      -      -   6464      0    python         
 20260414    10:46:00       1    1119773     C     64     56      -      -      -      -   6466      0    python         
 20260414    10:46:01       0    1119772     C     61     53      -      -      -      -   6464      0    python         
 20260414    10:46:01       1    1119773     C     67     59      -      -      -      -   6466      0    python         
 20260414    10:46:02       0    1119772     C     63     56      -      -      -      -   6464      0    python         
 20260414    10:46:02       1    1119773     C     64     57      -      -      -      -   6466      0    python         
